Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	br_lens[78]	br_lens[79]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2890	-2677.59	-2629.7	-47.8912	1.447035	9.149373	0.517006	0.0672382	0.0258684	0.00192777	0.000379886	0.00725015	0.0808198	0.331526	0.0296996	0.429513	0.0106656	0.0332481	0.0131486	0.00346861	0.0705321	0.0117315	0.115185	0.0265639	0.0587489	0.00052906	0.103914	0.0324465	0.0329371	0.0573357	0.0318435	0.0274025	0.0269962	0.0103383	0.0814453	0.000292372	0.0163995	0.0361513	0.00740933	0.199319	0.023266	0.00835162	0.0249623	0.15287	0.0638723	0.000762853	0.121699	0.0810173	0.709537	0.0519477	0.182301	0.544787	0.0265023	0.284879	0.0145249	0.502254	0.0122827	0.381216	0.115454	0.0180416	0.0362813	0.11553	0.675203	0.00414398	0.0331335	0.244863	0.0334881	0.05096	0.329258	0.135887	0.0334469	0.0679336	0.0969477	0.00555332	0.0170297	0.0458682	0.172173	0.724406	0.328428	0.360513	0.0252194	0.416586	0.0132003	0.00700211	0.150181	0.217023	0.579496	1.04715	2.15633	9.943046
2900	-2666.62	-2628.07	-38.5484	1.349602	9.780634	0.324339	0.0323188	0.00557717	0.00371966	0.000363006	0.025621	0.0586206	0.350089	0.0318247	0.416705	0.0124884	0.0665638	0.0252096	0.0139517	0.0535862	0.00364582	0.0998455	0.0610262	0.0783868	0.000112324	0.204917	0.0267277	0.00639707	0.0863517	0.00927066	0.0174859	0.0339932	0.0692279	0.0354688	0.000583427	0.051218	0.0122235	0.00296869	0.157909	0.0224523	0.0104233	0.0439029	0.0871372	0.0739905	0.00237972	0.118624	0.105513	0.401469	0.0283355	0.116536	0.495625	0.166765	0.326817	0.0214747	0.242476	0.0384534	0.273077	0.129932	0.0229326	0.0278664	0.143919	0.693141	0.00240782	0.0328613	0.320536	0.0542257	0.191297	0.279732	0.0793892	0.0263158	0.0350873	0.0994831	0.0131177	0.00760436	0.0679992	0.12643	0.464501	0.200296	0.388105	0.0510075	0.325232	0.0245333	0.00773529	0.112146	0.201126	0.561445	1.04022	2.19721	8.882022
2910	-2653.61	-2602.96	-50.6508	1.655648	8.010158	0.463596	0.0178143	0.00822472	0.00605867	0.00215417	0.0282819	0.0424947	0.411274	0.0253212	0.635972	0.0112854	0.0481973	0.0108592	0.00742223	0.0557527	0.00563795	0.13572	0.0265019	0.0991908	0.00011625	0.164631	0.0100801	0.00865655	0.0504443	0.00807285	0.00405208	0.0472246	0.0399034	0.0405556	0.000258802	0.0445258	0.00999576	0.0134504	0.212529	0.0308598	0.00199254	0.0331513	0.0797857	0.0297992	0.00281245	0.0871613	0.074719	0.544596	0.0518346	0.159188	0.428376	0.0795376	0.364604	0.00321506	0.375756	0.0369176	0.252292	0.0846445	0.0184152	0.087273	0.361565	0.987541	0.00181815	0.0219121	0.300142	0.0223666	0.133342	0.457184	0.107548	0.0560963	0.0484755	0.153549	0.0508005	0.00904357	0.0290323	0.249921	0.498839	0.17397	0.642528	0.0123847	0.366494	0.0206147	0.00887208	0.155392	0.248397	0.612568	1.05839	2.08064	10.39262
2920	-2672.52	-2621.59	-50.9351	1.722397	8.163571	0.360176	0.015242	0.0127566	0.0027102	0.00325543	0.015047	0.0498658	0.417846	0.0683174	0.602933	0.0248634	0.063939	0.0105329	0.00789578	0.098104	0.0122341	0.178665	0.0332414	0.0339727	0.000469059	0.181612	0.0210827	0.0053523	0.0718421	0.00479155	0.00402232	0.0142695	0.0256498	0.101114	0.000297323	0.0428785	0.0240863	0.0100957	0.223817	0.0739536	0.00499956	0.055485	0.229774	0.0352131	0.00113986	0.144787	0.122234	0.365853	0.0316397	0.0754372	0.469775	0.104762	0.417728	0.00868571	0.254158	0.0953423	0.283263	0.0821792	0.0155317	0.0868874	0.513277	0.977105	0.00295586	0.0720053	0.336764	0.0118221	0.0981072	0.450893	0.185298	0.0203286	0.0292353	0.0612374	0.0892936	0.0114047	0.0286135	0.153105	0.486015	0.204902	0.381162	0.0582023	0.254804	0.0225093	0.0201974	0.232741	0.257726	0.621825	1.06119	2.05926	10.40378
2930	-2679.42	-2626.1	-53.3227	1.449524	6.390458	0.394369	0.0801485	0.0154545	0.00603834	0.00499798	0.00761068	0.0160763	0.43304	0.0648202	0.616655	0.0236581	0.0109005	0.0121522	0.00202496	0.146174	0.0296788	0.23679	0.0283967	0.0194116	0.000218508	0.0988061	0.0492797	0.00294811	0.133959	0.00220222	0.00540579	0.00593554	0.0322856	0.132219	0.000466028	0.0281194	0.0120231	0.0149199	0.104751	0.0467147	0.00838673	0.0250324	0.0564539	0.0723263	0.00114161	0.120258	0.0687993	0.39896	0.0406267	0.147092	0.82695	0.267851	0.325425	0.0303398	0.31298	0.0612945	0.17021	0.0774443	0.00858694	0.023914	0.220024	0.954258	0.00311763	0.0404791	0.349914	0.0217004	0.149166	0.392829	0.0781039	0.0308498	0.0515958	0.136974	0.0542741	0.0334514	0.0294874	0.110963	1.10172	0.236355	0.420972	0.0443143	0.255439	0.00385115	0.00491046	0.147584	0.217419	0.579933	1.04731	2.15533	10.73506
2940	-2672.75	-2634.87	-37.8823	1.492086	8.935174	0.301962	0.0531075	0.0324447	0.0145065	0.00384348	0.00732648	0.0839114	0.383455	0.0712979	0.587919	0.0237772	0.00614022	0.00482276	0.00886293	0.0642333	0.034829	0.102472	0.0655886	0.0343287	0.000631794	0.0447358	0.0227949	0.0053471	0.0792586	0.00163175	0.0153951	0.012625	0.0148798	0.0383008	0.00181157	0.109415	0.00495792	0.0253468	0.171042	0.0392718	0.0138309	0.0331178	0.0236305	0.0613811	0.00417319	0.130024	0.0476866	0.20981	0.041505	0.156605	0.369196	0.172622	0.403385	0.0158957	0.274933	0.0553562	0.409491	0.0838911	0.0144508	0.0223954	0.384925	0.363039	0.00412038	0.0637857	0.360258	0.00953657	0.102214	0.427607	0.105363	0.0292001	0.0722126	0.108	0.0420549	0.0513175	0.0403562	0.153952	0.421289	0.277516	0.450648	0.0170959	0.22013	0.0145554	0.00517009	0.111537	0.224097	0.587234	1.04995	2.13872	8.851535
2950	-2668.01	-2631.5	-36.5108	1.461918	8.801485	0.335165	0.0338452	0.016288	0.00909253	0.0131812	0.0084056	0.0401114	0.379798	0.0402204	0.520386	0.0143324	0.00118411	0.00227896	0.0120598	0.0688114	0.0220366	0.153198	0.0339939	0.0355114	0.00100083	0.0564131	0.0158323	0.0151102	0.0799669	0.0026873	0.0146598	0.0166796	0.032747	0.0833428	0.00211068	0.0731561	0.00224996	0.025383	0.148329	0.0322587	0.0264186	0.0417621	0.0157221	0.0908059	0.0054058	0.0907854	0.102589	0.328504	0.031776	0.156255	0.735101	0.0925128	0.118078	0.00341833	0.301213	0.0231914	0.22014	0.141577	0.0227889	0.0341288	0.235707	0.504222	0.00178652	0.0567031	0.147128	0.00908732	0.132657	0.471673	0.092449	0.0319202	0.0762801	0.115042	0.147034	0.0977223	0.0307523	0.147159	0.493991	0.300145	0.315313	0.0193061	0.199694	0.0417893	0.00335676	0.106402	0.219379	0.582092	1.0481	2.15042	8.70132
2960	-2662.64	-2625.03	-37.615	1.300704	9.261817	0.43204	0.0500936	0.00921403	0.0175588	0.00710808	0.0132662	0.0801407	0.258898	0.0677946	0.432306	0.0143911	0.000933063	0.00187786	0.00348928	0.0607599	0.0140158	0.090187	0.0144906	0.0423982	0.00239643	0.0517714	0.0422142	0.0133437	0.00671027	0.00150848	0.00933857	0.0226545	0.0213996	0.0454964	0.00792959	0.0683269	0.00493517	0.00315792	0.125983	0.0370857	0.0240555	0.0529101	0.068006	0.0713598	0.00273311	0.124347	0.028552	0.482171	0.0368447	0.167269	0.469728	0.150232	0.390987	0.00563097	0.101216	0.0142843	0.104792	0.0656238	0.010653	0.0179443	0.359819	1.22208	0.00352968	0.055955	0.173352	0.0708843	0.0620923	0.282585	0.083432	0.0193947	0.0426695	0.0818821	0.0757764	0.0268862	0.0950533	0.198736	0.437686	0.295129	0.393999	0.0192227	0.216613	0.0100409	0.00523008	0.133767	0.19283	0.551632	1.03621	2.21933	8.830373
2970	-2668.65	-2629.54	-39.1131	1.534584	8.886162	0.228592	0.00793722	0.00226175	0.00822698	0.0105506	0.0281627	0.0503583	0.347715	0.0361228	0.419491	0.0221756	0.0021836	0.00871714	0.002475	0.0469535	0.0704598	0.0910388	0.0107243	0.0275717	0.00280338	0.11018	0.0583666	0.0109177	0.014089	0.00150238	0.00352046	0.0741412	0.020751	0.0624541	0.00526552	0.0529448	0.001204	0.00136236	0.126626	0.0390306	0.0029012	0.037618	0.0796352	0.0416099	0.002971	0.091891	0.0292368	0.482171	0.0123518	0.15452	0.642893	0.390911	0.289182	0.0148195	0.0986213	0.0372335	0.191945	0.0709689	0.00909671	0.0215717	0.118994	0.961705	0.0101032	0.036558	0.271325	0.0689697	0.0734602	0.300682	0.084715	0.0143957	0.0307525	0.151484	0.0737192	0.0558166	0.0422918	0.17707	0.515528	0.330343	0.530085	0.0303516	0.25176	0.00671358	0.00582442	0.134617	0.230616	0.594213	1.05239	2.12278	8.986291
2980	-2659.89	-2621.52	-38.3685	1.604942	9.686627	0.28119	0.00317599	0.00423029	0.0318133	0.0095393	0.00906751	0.0390948	0.362926	0.0191367	0.462945	0.0247672	0.00298307	0.00605382	0.00340431	0.0434286	0.0163154	0.166094	0.025011	0.0228285	0.00333245	0.122321	0.036657	0.00568553	0.0613807	0.00517264	0.00176895	0.027571	0.0479002	0.029314	0.00118553	0.0293546	0.00015613	0.00155333	0.173804	0.0449724	0.00433485	0.0384428	0.0609186	0.123322	0.00234281	0.100122	0.0965222	0.263623	0.0114377	0.100447	0.59702	0.152815	0.355118	0.0134113	0.0939219	0.0122459	0.322889	0.0710587	0.0087054	0.0304971	0.178399	0.695227	0.00749143	0.0349493	0.266777	0.0990644	0.039232	0.19787	0.0768485	0.00356702	0.132699	0.194601	0.0608578	0.0477997	0.0914617	0.121204	0.724886	0.222015	0.528239	0.0157669	0.394383	0.011901	0.00559893	0.110296	0.241088	0.60514	1.05603	2.09774	8.846461
2990	-2657.8	-2614.59	-43.2119	2.513953	7.144983	0.417578	0.00348716	0.00195761	0.0213372	0.00403075	0.00535729	0.0547007	0.306058	0.0115428	0.519633	0.0134635	0.00195479	0.0120666	0.0197988	0.0792119	0.024303	0.128611	0.0532186	0.0825571	0.00382828	0.206567	0.00809823	0.0114395	0.0708266	0.00237349	0.00164541	0.0116514	0.0514694	0.0266533	0.00108734	0.0529936	0.000173687	0.00494789	0.197702	0.0457126	0.0113255	0.0250456	0.0838911	0.0930647	0.00233975	0.0924347	0.0702403	0.384868	0.0128189	0.153812	0.852543	0.190263	0.384023	0.0167576	0.263062	0.022279	0.297016	0.0337109	0.00553217	0.00845292	0.271534	0.492376	0.0166215	0.0896213	0.0991998	0.0357322	0.0951494	0.288184	0.120683	0.00576824	0.0837447	0.0961992	0.0608578	0.0212892	0.238314	0.147345	0.502637	0.232879	0.400308	0.0123487	0.325283	0.0152032	0.00897297	0.12844	0.347776	0.700488	1.07878	1.87295	9.250208
3000	-2649.25	-2613.28	-35.967	2.039033	8.304122	0.122204	0.00549295	0.00238537	0.016537	0.00863157	0.00531099	0.0562633	0.329568	0.0127925	0.444699	0.0182572	0.0029872	0.00572243	0.0160661	0.0635948	0.0217941	0.139289	0.02908	0.0713368	0.00219817	0.0538758	0.0048676	0.0174151	0.0787324	0.00213045	0.0016618	0.0072069	0.0659148	0.0287618	0.00117801	0.0825248	0.000612782	0.00223973	0.132585	0.0316797	0.00401619	0.0281112	0.0723393	0.0687667	0.0038084	0.155997	0.120434	0.396864	0.0130708	0.153134	0.42194	0.257014	0.319747	0.0135518	0.077321	0.0596408	0.316378	0.17262	0.00102248	0.00576473	0.301891	0.681516	0.0418745	0.068043	0.16432	0.0158554	0.153269	0.359404	0.0720414	0.0086572	0.0475566	0.11215	0.0280114	0.0138339	0.213961	0.140943	0.60064	0.171016	0.398765	0.014971	0.27494	0.0193596	0.00466874	0.0912637	0.29789	0.659101	1.07094	1.97207	8.546088
3010	-2666.51	-2621.95	-44.5541	1.579763	7.524621	0.495727	0.00085858	0.0027917	0.0307926	0.0103079	0.00786158	0.0380135	0.414873	0.0187408	0.348435	0.0306362	0.00306519	0.00728144	0.00980727	0.141848	0.00876622	0.185949	0.0407885	0.0652206	0.00648597	0.0662134	0.00839712	0.0259859	0.0398916	0.00433728	0.00251242	0.0156495	0.0478553	0.0343204	0.00181468	0.0360913	0.000396077	0.00249136	0.213582	0.0147479	0.00678929	0.0276724	0.139822	0.0283247	0.00164228	0.201009	0.17599	0.496231	0.0270862	0.101731	0.566186	0.254304	0.305274	0.0280459	0.0203471	0.0306498	0.225683	0.122249	0.00068687	0.00576387	0.295429	0.681527	0.0182359	0.058044	0.431664	0.0132859	0.0958594	0.447287	0.135841	0.00344092	0.0383769	0.142295	0.0456917	0.0171438	0.20008	0.126795	0.458064	0.23826	0.512597	0.00939957	0.323483	0.00967036	0.0222824	0.146692	0.237385	0.601316	1.05478	2.10652	9.61947
3020	-2685.48	-2628.21	-57.2668	1.923395	7.551963	1.15607	0.00256452	0.0012127	0.0197475	0.00511143	0.00649911	0.0174521	0.461173	0.0562433	0.648602	0.0293155	0.00730371	0.0237203	0.0210424	0.0604095	0.00548088	0.163807	0.0521749	0.0979988	0.00406095	0.0685348	0.0153367	0.00482796	0.110741	0.0138912	0.00094993	0.0456571	0.0470321	0.131212	0.00423404	0.0927798	0.0010427	0.00271368	0.114032	0.0534603	0.00893483	0.0731807	0.131387	0.105293	0.00157874	0.152481	0.120355	0.349536	0.0428981	0.138238	0.658147	0.1855	0.433469	0.0514497	0.00597477	0.0178816	0.300744	0.099708	0.000410083	0.0102406	0.355795	0.492578	0.0388506	0.0666373	0.486712	0.0123419	0.0832735	0.245578	0.176024	0.00201644	0.0500034	0.132815	0.0896545	0.0282061	0.152368	0.178061	0.604323	0.359417	0.406967	0.0332585	0.547436	0.00766595	0.0638378	0.212055	0.283956	0.646612	1.06795	2.00148	11.25972
3030	-2688.95	-2634.47	-54.4797	1.47981	6.741619	0.487481	0.00136413	0.00416864	0.0301001	0.0104435	0.00584503	0.0312711	0.551846	0.0203553	0.383981	0.0281651	0.00770978	0.00971533	0.00882369	0.0510056	0.00400388	0.260971	0.0102862	0.154303	0.00497078	0.19873	0.00923757	0.00696273	0.152414	0.00574974	0.00171082	0.0483364	0.108853	0.0568944	0.00288678	0.0507339	0.00154438	0.00123988	0.121915	0.0111879	0.0049978	0.0473096	0.116601	0.0942305	0.000890394	0.113676	0.100005	0.325513	0.0219295	0.117671	0.815948	0.350905	0.28724	0.0591505	0.00301008	0.0202225	0.303801	0.105705	0.00226446	0.0148941	0.427863	0.30289	0.0485	0.0737802	0.25959	0.0148033	0.115568	0.348533	0.0599495	0.00308302	0.129201	0.198304	0.0702746	0.0199081	0.072777	0.129376	0.789701	0.331995	0.737396	0.0194096	0.662609	0.0038406	0.143943	0.244989	0.222187	0.585161	1.04921	2.14344	10.95945
3040	-2661.47	-2609.47	-52.0018	1.277478	7.376089	0.264668	0.0023718	0.00320453	0.0368408	0.0133496	0.00255955	0.0347301	0.444539	0.00326831	0.714767	0.0104448	0.0190883	0.0208114	0.00643241	0.0830024	0.00591322	0.140409	0.0100906	0.164861	0.00389575	0.216656	0.00258913	0.00953454	0.0623475	0.00572639	0.00206418	0.0696114	0.0852491	0.0547608	0.00279479	0.0404959	0.00124324	0.00134906	0.189736	0.0374177	0.00337879	0.0460188	0.103609	0.0813597	0.000616155	0.154839	0.0608436	0.304853	0.034363	0.158768	0.73815	0.789232	0.646656	0.0345046	0.00340414	0.0190498	0.298736	0.0669649	0.0013337	0.00883599	0.495209	0.123246	0.0268246	0.0287745	0.27781	0.0120044	0.147682	0.29382	0.0777428	0.0129484	0.0508606	0.103302	0.038861	0.00936225	0.169906	0.059528	0.919786	0.340274	0.414394	0.00945006	0.451057	0.00362583	0.153418	0.112145	0.188813	0.546777	1.03416	2.23025	10.65437
3050	-2678.38	-2624.49	-53.8862	1.367897	6.803166	0.456349	0.00855215	0.00145031	0.0144728	0.03058	0.0156476	0.123783	0.374962	0.00681055	0.437396	0.00567249	0.0218937	0.0560712	0.00503751	0.144119	0.00459031	0.155071	0.0303957	0.0589099	0.0100695	0.275551	0.00290315	0.0103739	0.0632808	0.0163145	0.00285718	0.0731771	0.0402922	0.0922181	0.00646937	0.0957971	0.0123476	0.00336067	0.250741	0.0287293	0.00220663	0.0271018	0.0906098	0.0404281	0.00298356	0.199819	0.113614	0.337866	0.12297	0.0825443	0.347796	0.654454	0.748402	0.0423126	0.00493817	0.0147816	0.335205	0.169539	0.00251704	0.02676	0.406753	0.410497	0.019966	0.0687486	0.217092	0.0061493	0.0936179	0.307403	0.11098	0.00662711	0.0984354	0.114818	0.0870937	0.0141864	0.155749	0.107822	0.73457	0.281113	0.337282	0.00489386	0.450314	0.00731285	0.420535	0.12819	0.204175	0.564981	1.04162	2.18922	10.89325
3060	-2672.14	-2621.47	-50.6674	1.701585	7.452638	0.874446	0.0143793	0.00713096	0.0144313	0.0111176	0.00762747	0.0436161	0.356708	0.00538914	0.801089	0.0107675	0.0164904	0.0177611	0.00497336	0.0505066	0.00415976	0.25508	0.0371694	0.0783534	0.0246134	0.211762	0.0234081	0.0192917	0.0597462	0.012525	0.0187691	0.103938	0.0246489	0.0951608	0.0126709	0.0283796	0.00589647	0.00156988	0.242945	0.0347209	0.0037244	0.00592834	0.094267	0.0572843	0.00286063	0.133115	0.0996507	0.430378	0.111079	0.10189	0.637634	0.504812	0.229339	0.0600968	0.00471037	0.0158197	0.349387	0.155537	0.00137224	0.0118097	0.26106	0.0633765	0.0127408	0.0878953	0.222895	0.0104512	0.0626484	0.366861	0.0602044	0.0101899	0.0515787	0.102772	0.113887	0.0115821	0.0528516	0.0725757	0.767962	0.298386	0.362638	0.00190491	0.206974	0.00161207	0.545687	0.125697	0.254852	0.618999	1.06035	2.0658	10.41637
3070	-2662.52	-2625.66	-36.8563	1.620148	8.338972	0.401251	0.0184122	0.00288928	0.00889651	0.0390035	0.0208133	0.0747676	0.476928	0.00673455	0.53681	0.0126483	0.00708909	0.0163059	0.00690851	0.0815369	0.00505787	0.127739	0.0233606	0.0533328	0.0157583	0.138373	0.00981015	0.0138313	0.0625871	0.00860547	0.029258	0.0633688	0.0152754	0.0670426	0.0105667	0.0314909	0.00817181	0.00339165	0.233333	0.0937568	0.00412852	0.0166712	0.128106	0.0717577	0.0020451	0.134377	0.0470254	0.461279	0.0661278	0.123937	0.272032	0.402787	0.209734	0.0574275	0.00542146	0.0476005	0.272975	0.118523	0.00851428	0.0140176	0.407009	0.121916	0.0288089	0.0288312	0.0868545	0.0151167	0.0852225	0.259021	0.0949947	0.00917593	0.0577865	0.0943422	0.106779	0.00974592	0.0273754	0.205065	0.419435	0.191366	0.443407	0.00175656	0.211616	0.000431302	0.460505	0.14993	0.2433	0.607406	1.05676	2.09253	8.706084
3080	-2661.53	-2629.72	-31.8034	2.116662	9.192913	0.416981	0.0129969	0.0150074	0.0173815	0.0308035	0.0084842	0.0662426	0.265164	0.0100329	0.445598	0.00240318	0.00570982	0.00387033	0.0182493	0.0925734	0.0085523	0.104583	0.0148986	0.0655079	0.00736604	0.0628563	0.00673132	0.00719091	0.143482	0.00762674	0.00691759	0.022932	0.013835	0.0908309	0.0112792	0.0487377	0.0238729	0.0118053	0.220735	0.0380978	0.0162108	0.0122519	0.146002	0.0881691	0.000852559	0.10471	0.0216613	0.249403	0.0431521	0.0922681	0.25688	0.477216	0.227005	0.0276432	0.00380127	0.0661932	0.231212	0.200035	0.00721974	0.0131869	0.271794	0.0464607	0.0396659	0.0544167	0.0829523	0.0163094	0.0848455	0.40985	0.178797	0.00957349	0.0934187	0.0764941	0.0528743	0.0089016	0.0353932	0.147598	0.530922	0.208471	0.316914	0.000942188	0.282415	0.00014415	0.422741	0.126639	0.306814	0.666872	1.07265	1.95366	8.112943
3090	-2660.06	-2617.44	-42.6217	1.912482	8.50959	0.458743	0.0332454	0.02124	0.0130634	0.0161019	0.00468566	0.0641739	0.309024	0.0362932	0.561773	0.00312736	0.00615733	0.0122109	0.0235359	0.106882	0.00980217	0.136299	0.0409098	0.0273064	0.00523058	0.0976813	0.00941922	0.00875145	0.0675985	0.0167255	0.00370586	0.0347913	0.0337968	0.0279756	0.0128277	0.0746375	0.0112352	0.00701182	0.19314	0.0306565	0.0336643	0.00495351	0.0932231	0.0574326	0.000429554	0.0737973	0.0358245	0.385325	0.0523509	0.149735	0.400297	0.715351	0.184015	0.0400924	0.0176477	0.0233519	0.247722	0.155379	0.00742777	0.0135153	0.320063	0.0952306	0.0425848	0.0513731	0.198461	0.034551	0.0897029	0.352134	0.10768	0.01867	0.131287	0.13858	0.0497503	0.0142669	0.0281196	0.0835344	0.558797	0.217221	0.572717	0.000890467	0.419414	6.27436e-05	0.451757	0.170574	0.282599	0.645372	1.06764	2.00439	9.358714
3100	-2669.21	-2625.08	-44.1378	1.943798	8.826857	0.255658	0.0482138	0.0368498	0.00415965	0.00713648	0.0219139	0.203287	0.344482	0.053725	0.734503	0.00481556	0.0309039	0.0243352	0.0190306	0.110378	0.00785764	0.155068	0.0265646	0.0579504	0.0103443	0.115383	0.00845749	0.0122185	0.0592823	0.0111529	0.00274589	0.035872	0.0174726	0.0555424	0.014864	0.0903335	0.0168265	0.0135317	0.272398	0.0350295	0.0171894	0.0149406	0.0954962	0.0483874	0.00050179	0.110146	0.0338803	0.31541	0.0257653	0.182245	0.549191	0.849517	0.183174	0.0266546	0.0277556	0.0296152	0.275956	0.15095	0.0181869	0.0528838	0.231	0.257851	0.0123324	0.0626265	0.124708	0.0210875	0.139034	0.318831	0.122694	0.0220414	0.0588967	0.0931493	0.132358	0.014277	0.0116821	0.134832	0.591556	0.257301	0.37721	0.00118829	0.238638	0.000145931	0.232569	0.128824	0.286472	0.648901	1.06852	1.99611	9.510968
3110	-2675.73	-2628.72	-47.0062	1.942249	7.604983	0.345838	0.0247132	0.0200752	0.00361797	0.00817065	0.00713926	0.130571	0.529951	0.0283786	0.582638	0.00854623	0.0411258	0.0368196	0.0323588	0.0910523	0.0150528	0.106767	0.0524319	0.0637637	0.0143012	0.077084	0.0149053	0.00812991	0.0794703	0.00166817	0.00194016	0.0373284	0.0104279	0.0302547	0.0217618	0.0851221	0.00739068	0.0291453	0.220011	0.0390383	0.0203461	0.025896	0.0776845	0.0600183	0.000497058	0.140099	0.0197746	0.359838	0.0288725	0.230946	0.590009	0.761188	0.115371	0.0154882	0.0280249	0.018982	0.238722	0.120836	0.011503	0.0485952	0.227802	0.34343	0.00715082	0.0545061	0.236638	0.00199896	0.0940794	0.230762	0.129375	0.0476167	0.0322839	0.162966	0.196409	0.00721623	0.0142065	0.199911	0.652314	0.259274	0.530965	0.0060472	0.27093	0.000371136	0.386503	0.0883946	0.286282	0.648729	1.06847	1.99651	9.900834
3120	-2669.57	-2625.11	-44.4653	1.8117	8.123295	0.124336	0.0329858	0.00838491	0.0116996	0.00408968	0.0108411	0.0472172	0.289965	0.0444286	0.506059	0.0148753	0.0381028	0.0265448	0.0191161	0.0731657	0.0133428	0.120922	0.0347844	0.176394	0.027628	0.0898186	0.00235438	0.00488859	0.0755776	0.00220064	0.00168302	0.0228229	0.0107379	0.102335	0.0109774	0.0233617	0.00785665	0.0103716	0.290692	0.0620799	0.0115589	0.0448383	0.0877409	0.114581	0.00137463	0.179393	0.0868481	0.439317	0.0144607	0.122714	0.678135	0.998353	0.270645	0.0152963	0.00897772	0.031883	0.379101	0.119729	0.021864	0.0952587	0.300953	0.0844921	0.00257465	0.0577819	0.115186	0.00113435	0.161271	0.282058	0.0713071	0.0546804	0.0500284	0.0935734	0.165165	0.00787052	0.027359	0.0949192	0.523146	0.146012	0.44536	0.00323718	0.178924	0.000514594	0.502515	0.166047	0.269712	0.63337	1.06448	2.03244	9.600819
3130	-2673.27	-2623.55	-49.7142	1.405983	7.739503	0.312965	0.0229659	0.00601108	0.0214078	0.00158888	0.0208396	0.0606279	0.514241	0.0369718	0.457298	0.014877	0.0236347	0.0104751	0.00795169	0.0400904	0.0216457	0.210785	0.0253158	0.151243	0.0210627	0.0861978	0.00463113	0.0115285	0.0669852	0.00235186	0.00390365	0.0126612	0.022812	0.0711022	0.00866098	0.0719903	0.0405803	0.0243671	0.174936	0.0511734	0.0170544	0.0701185	0.102635	0.0782229	0.00177727	0.0824297	0.0599467	0.286535	0.0724865	0.182329	0.394717	0.824756	0.497046	0.0288683	0.00835967	0.158972	0.283866	0.130711	0.0430506	0.113835	0.31602	0.166431	0.0115647	0.0672603	0.150402	0.00265066	0.102735	0.262169	0.130498	0.0605436	0.0948852	0.101399	0.228118	0.0251492	0.166768	0.214893	0.710296	0.19843	0.539883	0.00329429	0.226818	0.000751004	0.320092	0.148787	0.210427	0.572121	1.04439	2.17307	10.32343
3140	-2683.51	-2627.39	-56.123	2.25837	6.958182	0.36081	0.00674719	0.0142102	0.0117663	0.00370581	0.0121598	0.0706117	0.610479	0.0777669	0.50182	0.0235773	0.0136191	0.0279359	0.0181236	0.0511687	0.0366386	0.223939	0.0193125	0.108701	0.0086631	0.0563211	0.00374538	0.0113755	0.0265338	0.0038203	0.0018266	0.030036	0.0479378	0.0655865	0.00432983	0.0590304	0.0157883	0.0325677	0.223246	0.0521579	0.0231274	0.0699742	0.0994817	0.0514986	0.0012092	0.0721118	0.10799	0.249181	0.1111	0.0815539	0.752539	0.907154	0.298313	0.0562536	0.00324792	0.109403	0.376855	0.139648	0.0416788	0.0647013	0.591993	0.0374081	0.0195973	0.0611405	0.166728	0.00444372	0.0588423	0.334111	0.113267	0.0154557	0.0947573	0.0852442	0.161992	0.00901574	0.107229	0.307346	0.556846	0.231296	0.598824	0.00382686	0.429787	0.000261641	0.432805	0.22009	0.322282	0.679948	1.07529	1.92248	11.09539
