Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	br_lens[78]	br_lens[79]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
18050	-2650.61	-2612.97	-37.639	1.791535	7.699584	0.299389	0.0217307	0.000232783	0.0188066	0.00108953	0.0104267	0.0316005	0.463163	0.0729804	0.411208	0.0049178	0.00900072	0.000957882	0.00207154	0.134317	0.00607963	0.149038	0.00926272	0.0425376	0.002509	0.0689016	0.0232783	0.00153396	0.0852722	0.0046409	0.0140634	0.0260018	0.0364057	0.0585115	0.0153651	0.0420159	0.00110808	0.000822834	0.121287	0.0299248	0.00740219	0.035132	0.171036	0.0850687	0.00423691	0.167688	0.128385	0.291707	0.0822996	0.114939	0.0972195	0.488491	0.18767	0.0162377	0.000371089	0.500334	0.269908	0.169	0.0284767	0.211682	0.436791	0.0902433	0.0408737	0.00349182	0.178062	0.0404639	0.0580929	0.332433	0.0703636	0.0513098	0.0685299	0.0355856	0.127423	0.106972	0.00033104	0.10749	0.35529	0.010558	0.408546	0.0799085	0.354497	0.0111975	0.365548	0.0948265	0.267053	0.630842	1.06378	2.03833	8.706565
18060	-2652.09	-2616.31	-35.783	1.588002	7.709215	0.184854	0.0747663	0.000218672	0.015749	0.00249234	0.00407405	0.0526834	0.384733	0.0499948	0.218582	0.00208913	0.003691	0.000353671	0.00174075	0.0823042	0.00497653	0.187749	0.00967255	0.0836831	0.00249193	0.0833079	0.00801557	0.0045187	0.0705013	0.0100873	0.00633368	0.0360476	0.046665	0.0728237	0.0165	0.129934	0.00056178	0.00279203	0.147122	0.061807	0.00881728	0.0395768	0.141541	0.127447	0.00314212	0.12535	0.152542	0.531615	0.131299	0.0338154	0.169132	0.636689	0.339388	0.0180337	0.00133386	0.39042	0.185465	0.0624959	0.0229735	0.194749	0.197294	0.118133	0.0586668	0.00253591	0.208394	0.0283754	0.0142581	0.387337	0.0875089	0.0510285	0.0668903	0.0346937	0.0671188	0.150696	0.000370977	0.110733	0.573884	0.0163602	0.249857	0.0766959	0.246624	0.0121623	0.23283	0.1217	0.238602	0.602578	1.0552	2.10362	8.493891
18070	-2652.06	-2614.57	-37.4919	1.561407	9.211428	0.136524	0.0308399	0.00040362	0.019065	0.0125547	0.00562867	0.0401443	0.396883	0.0590534	0.478964	0.00210898	0.00507292	0.000919937	0.00280102	0.0592688	0.00742518	0.0994936	0.0218278	0.0891594	0.00236922	0.0687762	0.0013222	0.00365902	0.0483949	0.00182603	0.0068347	0.0146685	0.0394587	0.0571893	0.0298787	0.0777407	0.000487678	0.00268512	0.207521	0.0350752	0.002301	0.0573359	0.0329935	0.0745344	0.0212176	0.184414	0.170768	0.36081	0.146766	0.0184134	0.027507	0.841003	0.346703	0.0499346	0.000818076	0.53332	0.177609	0.125606	0.026129	0.16507	0.237874	0.0710572	0.0375873	0.00107868	0.211817	0.0392401	0.0575367	0.316009	0.115634	0.147544	0.0997772	0.0134385	0.0340305	0.0790555	0.000282601	0.226688	0.496974	0.0278493	0.542825	0.0741009	0.278423	0.0267496	0.177331	0.049133	0.234655	0.598468	1.05383	2.11304	8.791315
18080	-2663.11	-2623.05	-40.0598	0.9745708	8.863425	0.241011	0.0292787	0.00076255	0.00978981	0.0128368	0.0140821	0.0715554	0.433869	0.0341488	0.437211	0.0051035	0.0568355	0.000402488	0.00237718	0.076726	0.00513262	0.155703	0.0610348	0.0639515	0.00395449	0.206984	0.00209805	0.0019439	0.0153966	0.00148137	0.0090954	0.00696573	0.0279184	0.0814401	0.0372234	0.0412848	0.00100736	0.0038344	0.2136	0.0119263	0.00119775	0.0434728	0.0548783	0.0686889	0.0194371	0.156904	0.24645	0.533631	0.132615	0.0128183	0.0411376	0.583755	0.271373	0.0511038	0.0016676	0.708248	0.194094	0.100297	0.070369	0.190664	0.291667	0.104247	0.0415801	0.00561902	0.132593	0.0143595	0.0687237	0.495652	0.0759184	0.0542049	0.11548	0.01398	0.105859	0.123538	0.000284772	0.11444	0.499107	0.0422671	0.366561	0.0816463	0.338429	0.0310342	0.143875	0.0351789	0.131853	0.468973	0.995655	2.40352	9.15701
18090	-2659.07	-2615.23	-43.841	1.483976	7.811517	0.211191	0.0437687	0.00116361	0.00431042	0.0301162	0.0069904	0.0245451	0.296755	0.034525	0.364413	0.00445736	0.0602566	0.000386621	0.00321119	0.0919764	0.00174999	0.184893	0.0344859	0.0472957	0.00823058	0.252624	0.00167793	0.000619725	0.0482062	0.000987724	0.00806492	0.0164458	0.030021	0.0779023	0.0217506	0.0730204	0.000400938	0.00942577	0.214289	0.0107151	0.00195874	0.0329139	0.0916159	0.0824735	0.0141411	0.113665	0.126708	0.51476	0.105513	0.0237066	0.0590308	0.733094	0.28405	0.0428367	0.00344644	0.553724	0.279397	0.0752334	0.0687214	0.263373	0.166066	0.0622149	0.043037	0.0140374	0.317897	0.00898796	0.0631011	0.419469	0.0564407	0.0909257	0.0793017	0.0124683	0.0364426	0.135291	0.000192273	0.24317	0.681024	0.0221008	0.47931	0.111573	0.378361	0.0195967	0.39582	0.0301681	0.222837	0.585867	1.04947	2.14183	9.558235
18100	-2679.97	-2627.21	-52.7613	1.945256	7.239759	0.0426872	0.0104812	0.00162973	0.0143995	0.0194853	0.00218998	0.0659436	0.437631	0.0784519	0.38536	0.00841452	0.0812512	0.00048602	0.0113092	0.112399	0.00321828	0.21981	0.0427528	0.057408	0.00778997	0.234876	0.00226447	0.00213495	0.0377896	0.000719536	0.00773552	0.0277599	0.0229577	0.0248516	0.0108419	0.11281	0.000589947	0.00468025	0.204786	0.0148263	0.000449827	0.0580097	0.152282	0.136443	0.0482384	0.262126	0.15014	0.462575	0.0887152	0.0248875	0.160608	0.944235	0.225018	0.0356191	0.00502909	0.475103	0.305513	0.143343	0.0667636	0.11075	0.51002	0.18175	0.0370336	0.0145281	0.121462	0.0565836	0.0325428	0.25683	0.0557699	0.324312	0.115681	0.0166811	0.0802207	0.241556	0.000195914	0.200095	0.836827	0.00706013	0.378501	0.0557679	0.320703	0.0127558	0.560828	0.0815805	0.286651	0.649063	1.06856	1.99573	10.66786
18110	-2665.56	-2623.76	-41.8049	1.410355	9.181087	0.221301	0.00705696	0.00275673	0.00487648	0.0242469	0.000459748	0.170253	0.507375	0.0460451	0.343651	0.00741145	0.0635965	0.000650259	0.0111853	0.0543063	0.00120663	0.114722	0.0573713	0.0386836	0.00552397	0.0881485	0.00259071	0.00151659	0.0208123	0.00132006	0.00886904	0.0497399	0.0370605	0.0394769	0.00777248	0.029694	0.000572626	0.0178133	0.274756	0.0113325	0.000484707	0.0230835	0.152579	0.0710383	0.0161672	0.168554	0.109569	0.220715	0.107108	0.0283397	0.180884	1.03157	0.292047	0.0189334	0.0100423	0.342478	0.307708	0.0316866	0.0549767	0.247928	0.32568	0.228819	0.0271455	0.0101442	0.147671	0.0950286	0.0317427	0.199439	0.0604688	0.133774	0.0724868	0.0421111	0.0455163	0.111522	0.000371271	0.130852	0.761862	0.00719191	0.523072	0.0561046	0.31616	0.0101444	0.171499	0.0800146	0.211136	0.572921	1.04469	2.17125	9.278868
18120	-2658.43	-2614.23	-44.2022	1.768054	8.731212	0.455806	0.00851649	0.00440013	0.0118282	0.0238871	0.000140467	0.073108	0.437794	0.106302	0.34719	0.00420114	0.0403536	0.0013861	0.00687357	0.0570629	0.00473589	0.177329	0.0590099	0.0348163	0.008006	0.0841906	0.000997419	0.000417823	0.0319598	0.000553791	0.0113853	0.0111812	0.0161336	0.0719421	0.00832086	0.0610318	0.00273753	0.0824696	0.202237	0.0176754	0.000693045	0.0308259	0.100185	0.054039	0.0182889	0.128803	0.147128	0.280419	0.127857	0.0605536	0.233124	0.559661	0.272451	0.023578	0.0190016	0.472171	0.19371	0.0505559	0.0971077	0.209562	0.335887	0.168972	0.0192499	0.02689	0.213475	0.0325858	0.0115135	0.433472	0.113241	0.112156	0.136129	0.0663972	0.0515053	0.13556	0.000149184	0.201376	0.585178	0.0217021	0.416574	0.0851089	0.274254	0.0103488	0.491183	0.0576697	0.263923	0.627841	1.06293	2.0453	9.546273
18130	-2659.71	-2612.38	-47.3357	1.939443	6.535253	0.480243	0.00904811	0.00101861	0.0130576	0.0118248	0.00031971	0.0650438	0.406048	0.0754952	0.456794	0.00146361	0.0362577	0.00024451	0.0048762	0.101839	0.00141183	0.238957	0.0237463	0.0666221	0.016106	0.0681549	0.0014241	0.000657903	0.034982	0.00103568	0.0157937	0.0231103	0.00969298	0.101349	0.0118596	0.0458735	0.00615035	0.0437683	0.322509	0.0153158	0.000191144	0.0289146	0.108918	0.0433409	0.021003	0.153628	0.150138	0.494091	0.17211	0.0474812	0.188578	0.315367	0.376742	0.0126894	0.0131489	0.513383	0.198473	0.116201	0.0531788	0.237525	0.302446	0.190128	0.0411283	0.0407533	0.19573	0.0144339	0.0176645	0.310102	0.132015	0.140117	0.0908582	0.0319077	0.104046	0.135167	4.71124e-05	0.173601	0.607634	0.0227252	0.351587	0.114478	0.260239	0.0325782	0.416683	0.0892859	0.285937	0.648416	1.0684	1.99725	9.772552
18140	-2674.79	-2622.88	-51.9122	1.7841	6.587899	0.426413	0.0515762	0.00104546	0.0181509	0.00287232	0.000431728	0.0586361	0.479919	0.0917919	0.653414	0.00109764	0.05843	0.000150862	0.00829835	0.100041	0.0135489	0.196646	0.0382566	0.0795859	0.0178234	0.0457142	0.00379403	0.00102199	0.0812054	0.0017029	0.0318252	0.0141575	0.0249044	0.0747798	0.0156633	0.0507499	0.0392366	0.027801	0.173678	0.0138539	0.000859121	0.0713296	0.131871	0.0418839	0.0312082	0.101432	0.155935	0.40524	0.143981	0.049458	0.286856	0.804456	0.313457	0.0199276	0.0402829	0.402049	0.240302	0.0837415	0.0307261	0.21793	0.533288	0.10588	0.0509259	0.0434893	0.143364	0.0824669	0.00725728	0.313974	0.0898313	0.279217	0.0375819	0.00542532	0.167931	0.111658	2.05857e-05	0.132181	0.545333	0.0136027	0.513354	0.115245	0.255653	0.0315336	0.363781	0.0932016	0.266066	0.629898	1.06351	2.04052	10.50734
18150	-2658.74	-2613.69	-45.0531	1.641024	8.233966	0.38236	0.0508835	0.00160811	0.0390824	0.00309625	0.00150101	0.0531874	0.304248	0.0865181	0.346624	0.00234193	0.0205628	0.000162188	0.00547414	0.0837843	0.0114445	0.213141	0.0259582	0.0347608	0.0338682	0.0919933	0.00540848	0.00195831	0.111667	0.00696404	0.0119314	0.0234252	0.0533546	0.0812532	0.0232996	0.0318722	0.0107002	0.00663297	0.207867	0.00881789	0.00103472	0.040714	0.110173	0.0516012	0.00626654	0.111615	0.152126	0.272702	0.123025	0.0561907	0.267482	0.810641	0.282754	0.0334093	0.0322977	0.645565	0.361246	0.110687	0.0599478	0.16445	0.252046	0.0830955	0.0342161	0.0205006	0.393088	0.0523716	0.00927253	0.335756	0.0607587	0.124944	0.123227	0.0204245	0.185019	0.0854074	7.82645e-05	0.17874	0.357393	0.0210869	0.483554	0.0599305	0.254055	0.0152568	0.343125	0.126012	0.246309	0.610462	1.05773	2.0855	9.691038
18160	-2657.7	-2615.35	-42.3518	1.393281	8.790413	0.453868	0.0507771	0.00176414	0.0443851	0.00601526	0.00287064	0.0633955	0.344191	0.0671766	0.470653	0.00322252	0.0138343	4.73587e-05	0.00373355	0.0661314	0.0230441	0.157703	0.017012	0.0793413	0.0206068	0.093804	0.0111799	0.00563288	0.107759	0.018044	0.0215691	0.0101804	0.0592475	0.0763144	0.0136848	0.0635728	0.00980147	0.00236099	0.144506	0.0222898	0.0179419	0.0308541	0.102833	0.0492681	0.00542092	0.135958	0.137896	0.439671	0.175575	0.0759615	0.225725	0.590387	0.40689	0.0182497	0.0100043	0.186879	0.20221	0.051261	0.0367465	0.216854	0.362825	0.0684405	0.0362639	0.0219945	0.153319	0.0239546	0.0133272	0.361385	0.101775	0.081725	0.104225	0.0368524	0.131874	0.0920639	0.000152652	0.209617	0.592652	0.0217825	0.603696	0.0272045	0.184179	0.00831508	0.384551	0.0850217	0.208356	0.569772	1.04349	2.17838	9.373504
18170	-2671.13	-2629.8	-41.3297	1.637341	9.115433	0.1056	0.0356427	0.00136332	0.0329958	0.00349848	0.00143772	0.0643444	0.265013	0.0228071	0.342788	0.00103679	0.0459105	7.34954e-05	0.00790865	0.129991	0.0404421	0.286328	0.0440874	0.0530051	0.011241	0.0661514	0.00681296	0.0058599	0.14906	0.00339709	0.0228609	0.00323923	0.0419421	0.0292328	0.0203574	0.0701901	0.00632996	0.00725779	0.191687	0.0280503	0.0111299	0.0803212	0.112848	0.0781698	0.00178847	0.108439	0.185295	0.366601	0.112785	0.0202508	0.169586	0.606614	0.321154	0.00927041	0.0127183	0.484254	0.19975	0.0982802	0.0177717	0.29967	0.181846	0.0389688	0.0579899	0.0279958	0.264314	0.0325166	0.0468348	0.473747	0.0930013	0.0519926	0.0952354	0.0106947	0.103901	0.26472	8.47912e-05	0.288817	0.633015	0.0612691	0.486142	0.0118133	0.242855	0.00503913	0.254755	0.0357146	0.24578	0.609927	1.05756	2.08673	9.207904
18180	-2671.46	-2628.93	-42.5316	2.186897	7.701507	0.347474	0.0442468	0.00203002	0.0191533	0.00268779	0.00317992	0.0476863	0.364159	0.00950097	0.388328	0.0014185	0.0395322	3.83227e-05	0.0149	0.0865166	0.0207275	0.200741	0.0230241	0.0836188	0.0284722	0.0439093	0.024919	0.0112147	0.0448651	0.00776526	0.0141116	0.00854481	0.0301941	0.0333597	0.0247109	0.090094	0.00876395	0.00467454	0.204552	0.0697827	0.00739388	0.0590963	0.0503093	0.0511344	0.0132173	0.129488	0.112442	0.252639	0.115712	0.00484304	0.129555	0.488643	0.157539	0.0101857	0.0102096	1.03248	0.302618	0.0507573	0.00534047	0.24481	0.356784	0.0461756	0.0721366	0.0101106	0.29556	0.0141785	0.0214102	0.469671	0.123651	0.0481983	0.0658725	0.014255	0.0824962	0.156025	6.48157e-05	0.268092	0.619518	0.0373947	0.470954	0.0141135	0.167423	0.0101838	0.240234	0.109026	0.314608	0.673522	1.07403	1.93784	9.290842
18190	-2665.5	-2613.25	-52.2449	1.594757	6.206783	0.421813	0.0254156	0.00297576	0.010794	0.00340821	0.0202782	0.0895919	0.415784	0.0603277	0.564692	0.000723468	0.084783	4.13432e-05	0.0046787	0.123302	0.0328095	0.22641	0.0420442	0.0493198	0.0506157	0.0341363	0.01328	0.0159313	0.0283585	0.00852193	0.014859	0.028481	0.0116197	0.0731612	0.0262426	0.037598	0.00668842	0.0139875	0.196861	0.0425123	0.00431794	0.0487189	0.0411109	0.0976904	0.00651445	0.111317	0.0823551	0.692851	0.138007	0.00785987	0.122283	0.755836	0.435031	0.00493828	0.00484115	0.648001	0.224509	0.0319792	0.023353	0.268273	0.493092	0.0376078	0.101352	0.0167318	0.325066	0.0334186	0.0155263	0.346149	0.111954	0.0534308	0.069188	0.0102768	0.127334	0.0852984	8.07729e-05	0.162794	0.596952	0.0344266	0.662846	0.0460331	0.212414	0.0116261	0.33441	0.0705823	0.239596	0.603605	1.05553	2.10127	10.49043
18200	-2670.84	-2621.58	-49.2566	1.681353	8.238063	0.420174	0.0716567	0.0018508	0.0159925	0.00553858	0.0294545	0.117656	0.379874	0.0350188	0.498078	0.000143089	0.0233339	3.3304e-05	0.0101147	0.123469	0.0313677	0.133454	0.0641939	0.0676199	0.0297836	0.282109	0.00989016	0.005218	0.0458309	0.0116787	0.0149261	0.0225793	0.0140376	0.0599701	0.00888842	0.146319	0.00365877	0.00244859	0.217824	0.0395632	0.00268467	0.0205406	0.106426	0.145007	0.0020831	0.214662	0.184014	0.651923	0.0800004	0.00394132	0.0692524	0.749949	0.252485	0.00154772	0.0163718	0.514981	0.250729	0.0732417	0.0272198	0.141557	0.306781	0.0174271	0.04988	0.0158278	0.215791	0.0705166	0.00773394	0.381899	0.0777046	0.0988898	0.115955	0.0260513	0.118073	0.0966108	0.000291094	0.0964907	0.673964	0.0119294	0.668774	0.0275425	0.345468	0.00866673	0.290989	0.0206206	0.252028	0.616201	1.05951	2.07226	10.19624
18210	-2675.87	-2629.77	-46.102	1.817753	8.532454	0.06796	0.0746486	0.00406623	0.0377589	0.00105568	0.0135721	0.0576735	0.475499	0.0391201	0.351124	0.000125998	0.0510222	1.16411e-05	0.00804357	0.154651	0.0405776	0.277464	0.063444	0.0281026	0.0453169	0.119455	0.00671006	0.0100042	0.0471431	0.00761241	0.00683648	0.0461827	0.00856736	0.0978717	0.00813995	0.0665133	0.00194754	0.00278071	0.297329	0.0630888	0.00490164	0.0463576	0.127678	0.0751266	0.00240772	0.135467	0.189363	0.31872	0.0941635	0.0146764	0.070037	0.642979	0.547222	0.00136262	0.0120009	0.520237	0.233792	0.036882	0.0584492	0.264916	0.228243	0.0457774	0.0654379	0.0286014	0.267567	0.0976163	0.00845054	0.308297	0.0655881	0.0887107	0.0783619	0.0183392	0.122707	0.153441	1.5795e-05	0.203269	0.956678	0.00955321	0.527467	0.0115457	0.239701	0.0164179	0.240088	0.0169049	0.270505	0.63412	1.06468	2.03069	9.776937
18220	-2671.61	-2627.23	-44.3821	2.124394	7.235635	0.33127	0.0515239	0.0146558	0.0229845	0.00532963	0.00838847	0.0375253	0.362091	0.00637211	0.491646	0.000285744	0.0364534	4.4092e-05	0.00653824	0.0510354	0.0472187	0.111028	0.0570205	0.0176185	0.0245974	0.0834172	0.0294487	0.0207394	0.0340768	0.00384651	0.0114552	0.0429806	0.0310103	0.0876252	0.0118669	0.0396131	0.00167208	0.00510013	0.174651	0.0301657	0.0168807	0.0971416	0.0807243	0.0782331	0.0103011	0.151574	0.202425	0.354324	0.134503	0.00903243	0.143506	0.775084	0.223509	0.000984041	0.0341187	0.586385	0.257198	0.0340054	0.0508324	0.161808	0.467376	0.0637413	0.0694961	0.0443001	0.16771	0.0702333	0.00550205	0.338303	0.0704351	0.144407	0.0977891	0.0180285	0.144995	0.10555	1.00799e-05	0.193542	0.535248	0.0273284	0.487004	0.00622386	0.251664	0.028238	0.36257	0.0914759	0.307685	0.667622	1.07281	1.95188	9.485036
18230	-2680.96	-2641.38	-39.589	2.051244	7.276928	0.532618	0.0546396	0.034585	0.0434112	0.0130289	0.0119673	0.0529574	0.353157	0.00666617	0.305777	0.000430473	0.0350517	3.7323e-05	0.00500124	0.0545878	0.015106	0.187457	0.0632522	0.018336	0.0216629	0.0479826	0.027292	0.0108744	0.0451501	0.0127561	0.012731	0.0218762	0.00938002	0.0766381	0.0139408	0.0389212	0.00157291	0.00353723	0.224934	0.0530896	0.00711384	0.0505512	0.0817994	0.0587117	0.00889308	0.166807	0.206595	0.49762	0.0928696	0.00252789	0.205592	0.580445	0.184661	0.00102596	0.0382549	0.301246	0.232864	0.0706925	0.0249809	0.318513	0.287386	0.0420563	0.0855112	0.0201384	0.201527	0.112245	0.00692854	0.316859	0.0861849	0.0574538	0.0500858	0.0147389	0.235096	0.112898	3.54983e-05	0.192731	0.294015	0.0263606	0.339067	0.0606294	0.311728	0.0503954	0.347669	0.049329	0.299316	0.660355	1.07122	1.96911	8.843238
18240	-2656.84	-2623	-33.8396	1.99329	9.91791	0.304837	0.00548579	0.0467236	0.0240679	0.00642564	0.0134665	0.0419697	0.387201	0.0161891	0.448665	0.00062125	0.00954054	4.55943e-05	0.00417698	0.115224	0.00574645	0.149298	0.071245	0.063593	0.025292	0.0654167	0.0064284	0.00970874	0.0347005	0.00906323	0.0041746	0.00741816	0.00349753	0.0665968	0.00818263	0.0400707	0.00204078	0.00545267	0.179001	0.0427891	0.00777262	0.0663728	0.0780451	0.0440934	0.0156461	0.176585	0.0776583	0.215386	0.119097	0.0013541	0.118152	0.456813	0.241651	0.00135619	0.0266974	0.347884	0.237361	0.0385302	0.0599486	0.268069	0.379675	0.0436289	0.0541632	0.0272556	0.221737	0.0566586	0.00289094	0.445385	0.0774934	0.0898841	0.0452301	0.0399926	0.0665338	0.154043	0.000196668	0.143061	0.422679	0.0425196	0.467566	0.0466664	0.23786	0.033914	0.311707	0.0940884	0.292472	0.654298	1.06982	1.98341	8.327655
18250	-2666.35	-2623.5	-42.8446	1.409248	8.371852	0.38526	0.00275763	0.0208838	0.0358399	0.00646585	0.00427189	0.0670606	0.387348	0.0325289	0.349433	0.000842782	0.0179835	2.04898e-05	0.00235647	0.0632718	0.00712081	0.144005	0.0534094	0.136342	0.0233965	0.101551	0.0133668	0.00840604	0.0304187	0.0106809	0.00704437	0.00768581	0.0052538	0.0504544	0.00961651	0.0315903	0.00164394	0.00646195	0.121602	0.0671153	0.0106744	0.0373098	0.0692998	0.079678	0.004543	0.136409	0.100664	0.287146	0.101895	0.000991809	0.277125	0.361366	0.4445	0.00316496	0.0464147	0.716221	0.29546	0.0788802	0.00930227	0.263927	0.274937	0.0741777	0.0394664	0.0100807	0.213728	0.0572168	0.00199627	0.491714	0.124908	0.0368185	0.138544	0.0213045	0.0680985	0.168359	0.000202361	0.113477	0.943896	0.0755149	0.335118	0.0757614	0.282197	0.0480072	0.230312	0.0844284	0.210957	0.572719	1.04462	2.17171	9.448725
18260	-2662.35	-2615.85	-46.5039	1.869858	8.715065	0.363504	0.0172267	0.00748244	0.0313475	0.00330185	0.00458832	0.0429996	0.295473	0.0207953	0.238395	0.000485265	0.0223793	7.90177e-05	0.000627894	0.112764	0.00441291	0.134349	0.0430665	0.128536	0.020522	0.163339	0.0117537	0.00689196	0.123748	0.0143552	0.00898354	0.00799305	0.00338975	0.0858824	0.0037513	0.0232526	0.00271275	0.0036006	0.193637	0.0284278	0.0098904	0.0173052	0.0685604	0.0394922	0.00374495	0.103567	0.199834	0.411966	0.0873485	0.00294399	0.451499	0.496049	0.162191	0.00141017	0.0210266	0.711495	0.241523	0.0796194	0.0153594	0.331584	0.266644	0.113821	0.0691501	0.00555385	0.294806	0.135291	0.00353498	0.410582	0.0930564	0.0344993	0.148221	0.0507786	0.116377	0.135672	0.000578178	0.112189	0.709093	0.0238584	0.582438	0.100057	0.201866	0.0270646	0.442652	0.0917301	0.277229	0.64042	1.06636	2.01599	9.799974
18270	-2661.22	-2619	-42.2201	2.670622	7.419609	0.317624	0.0523562	0.00484268	0.0396493	0.00692506	0.0125652	0.0461697	0.313111	0.0357649	0.387937	0.00110874	0.0512443	0.000387689	0.000809689	0.0616131	0.0124807	0.242381	0.0495942	0.0515144	0.0193801	0.0683492	0.0119271	0.0089607	0.0675006	0.00896941	0.00664603	0.00958519	0.0113543	0.0664972	0.00607825	0.0480747	0.006378	0.00783842	0.150521	0.0340864	0.00943273	0.0226588	0.0956751	0.0182362	0.0013469	0.132204	0.178535	0.4771	0.0863323	0.00765536	0.350521	0.526053	0.223294	0.00254673	0.0139051	0.400095	0.241299	0.0497796	0.0571481	0.249824	0.326845	0.244302	0.040642	0.00910611	0.279583	0.0574736	0.00241133	0.332294	0.109531	0.0281621	0.0848382	0.0188601	0.10201	0.1799	0.000216424	0.239146	0.430284	0.0115847	0.471303	0.140662	0.344274	0.00779908	0.236299	0.0858213	0.362059	0.71149	1.08032	1.84613	9.147217
18280	-2670.48	-2622.53	-47.9503	1.611049	8.093034	0.653688	0.0265729	0.00125977	0.0479515	0.00364718	0.0123635	0.0478414	0.642834	0.0388593	0.49632	0.000936643	0.0438889	0.000520842	0.000926206	0.0492818	0.0117572	0.123278	0.0264144	0.046825	0.0408084	0.0490373	0.00694404	0.0292753	0.0932411	0.0553219	0.00265684	0.0375588	0.0351049	0.0966435	0.00525556	0.058804	0.00261946	0.00919101	0.278292	0.0246652	0.0235908	0.041711	0.117294	0.0290216	0.00178666	0.174525	0.0687505	0.345598	0.0691179	0.0203319	0.207457	0.503346	0.122681	0.00184916	0.0182525	0.630665	0.175408	0.0433138	0.034515	0.242021	0.361279	0.431597	0.0398309	0.00457916	0.13516	0.0935005	0.022115	0.285361	0.195405	0.0601123	0.203163	0.0358615	0.0987108	0.0768146	0.000164431	0.214514	0.37244	0.0594099	0.690977	0.0662623	0.296503	0.00584823	0.28706	0.0479511	0.241979	0.606054	1.05633	2.09564	10.05644
18290	-2673.58	-2632.88	-40.7086	1.445296	8.804068	0.343555	0.0136949	0.000541838	0.0125548	0.00540918	0.0322904	0.0880406	0.354748	0.0147549	0.340318	0.000480821	0.0371412	0.00088156	0.00110996	0.0703403	0.0134042	0.0733776	0.0392818	0.0443075	0.0578691	0.0437725	0.00521449	0.0233676	0.101935	0.0297348	0.00108904	0.0335325	0.0328615	0.0585001	0.0187506	0.0895814	0.00274232	0.00337973	0.192151	0.0308102	0.0249992	0.0753722	0.11282	0.0173829	0.00174806	0.147951	0.0868675	0.689333	0.0731297	0.0287836	0.21846	0.533073	0.0589737	0.000385719	0.031381	0.189432	0.233262	0.0236179	0.0173487	0.166356	0.418868	0.242551	0.0182729	0.0176252	0.220078	0.101984	0.0278738	0.405391	0.0996341	0.105516	0.179056	0.0123521	0.110201	0.130447	0.000292841	0.165072	0.59904	0.078854	0.473065	0.0948707	0.32847	0.00688091	0.357969	0.0434629	0.216747	0.57919	1.04704	2.15702	9.180027
18300	-2670.24	-2619.42	-50.8162	1.52104	7.965575	0.793974	0.0061032	0.000259221	0.0288443	0.0110394	0.013483	0.067454	0.428634	0.0388483	0.396595	0.00127649	0.0550397	0.00107981	0.00202402	0.0609179	0.00947051	0.0964522	0.0217119	0.0757587	0.0180576	0.0918633	0.0107678	0.0419211	0.0583814	0.0210761	0.00384723	0.00464349	0.0230417	0.031506	0.0192745	0.0438127	0.00401731	0.00769383	0.200521	0.0233237	0.0336212	0.0852903	0.0519071	0.0313695	0.0127547	0.110649	0.0954016	0.486742	0.118429	0.0227417	0.221672	0.64835	0.0460381	0.000587658	0.0159509	0.44597	0.281314	0.0445221	0.0336334	0.333709	0.265543	0.385775	0.0634352	0.0316728	0.173079	0.24105	0.0353175	0.208821	0.128275	0.0757125	0.100666	0.0169247	0.120716	0.194092	0.000351941	0.136002	0.784818	0.076586	0.426813	0.247705	0.410846	0.0100654	0.35997	0.1066	0.228555	0.592021	1.05163	2.12779	10.4342
