,RF,unRF,Magnitude
0,15.475082,15.977909999999994,0.5028279999999938
1,15.941864999999998,16.126904999999997,0.18503999999999898
2,15.613668,16.083372,0.4697040000000001
3,15.648631999999992,16.060630000000003,0.4119980000000112
4,15.772581999999995,16.171691999999997,0.3991100000000021
5,15.729064999999999,16.180025,0.450960000000002
6,15.586887999999997,16.123429999999995,0.536541999999999
7,15.930947999999994,16.116585,0.18563700000000694
8,15.743959,15.967696999999996,0.22373799999999555
9,16.011428000000002,16.112955999999997,0.10152799999999473
10,15.831508,16.070327000000002,0.238819000000003
11,16.033416000000003,16.11409,0.08067399999999836
12,15.611405999999995,16.038851,0.42744500000000585
13,15.616817,15.988848999999998,0.37203199999999903
14,15.851725000000002,16.141892999999996,0.2901679999999942
15,15.477356999999998,16.152178000000003,0.674821000000005
16,15.567404999999997,16.076323,0.5089180000000013
17,15.821682,16.142166999999997,0.3204849999999979
18,15.85587,15.976298000000002,0.1204280000000022
19,15.861122999999996,16.119842,0.2587190000000028
20,16.135929999999995,16.108069000000004,-0.02786099999999081
21,15.781923999999991,16.050757000000008,0.26883300000001675
22,15.934352,15.933012000000002,-0.0013399999999990087
23,15.909860999999998,15.971340999999999,0.06148000000000131
24,15.583592999999995,16.075707,0.49211400000000616
25,15.690684,16.109929,0.41924500000000187
26,16.166296999999997,16.021302000000006,-0.14499499999999088
27,15.697543,16.10256,0.40501700000000085
28,15.859603999999996,16.118529000000002,0.25892500000000673
29,15.309993000000002,15.984468,0.6744749999999975
30,15.806449999999998,16.140119,0.33366900000000044
31,15.715933999999997,16.086774,0.37084000000000117
32,15.704082000000005,16.069813,0.3657309999999949
33,15.631513000000004,16.106654000000002,0.4751409999999989
34,15.666186000000001,15.995131999999998,0.32894599999999663
35,15.863960000000002,16.130038000000003,0.26607800000000026
36,16.02413,16.068196000000004,0.04406600000000438
37,15.463667999999995,15.934380999999998,0.4707130000000035
38,15.516506999999999,16.075069999999997,0.5585629999999977
39,15.582578999999996,16.145205999999995,0.5626269999999991
40,15.816317,16.108029000000002,0.2917120000000022
41,15.828113999999996,16.073044999999997,0.24493100000000112
42,15.841649,16.075248000000006,0.23359900000000522
43,15.408743999999997,16.058715,0.6499710000000025
44,15.649381,15.928409999999996,0.279028999999996
45,15.755860999999996,16.024348,0.2684870000000039
46,15.944548999999999,16.123473999999995,0.178924999999996
47,15.705744000000001,16.129938000000003,0.42419400000000174
48,15.548383999999997,16.156083000000002,0.6076990000000055
49,15.643023000000007,15.981538,0.3385149999999939
50,16.059176000000008,16.093164,0.03398799999999369
51,15.894924000000003,16.171688999999997,0.27676499999999393
52,15.692791999999997,15.928350000000004,0.23555800000000637
53,15.899324000000002,16.099846999999997,0.20052299999999512
54,15.699791000000001,16.149036,0.4492449999999977
55,15.547945999999998,15.961965,0.41401900000000147
56,15.733569,16.172164000000002,0.43859500000000295
57,15.665228999999997,16.121730999999997,0.4565020000000004
58,15.760579000000005,16.095623999999997,0.33504499999999204
59,15.603161999999996,16.142562,0.5394000000000059
60,15.728821999999997,16.123790999999997,0.3949689999999997
61,15.554377000000002,16.127964999999996,0.5735879999999938
62,16.038029,16.114803000000002,0.07677400000000034
63,15.783796999999995,16.074726,0.29092900000000377
64,15.661415999999996,16.114952999999993,0.4535369999999972
65,15.755258,16.104924000000004,0.3496660000000045
66,15.414087,16.12658500000001,0.712498000000009
67,15.796700999999997,16.023742,0.2270410000000016
68,15.338687000000009,16.19236,0.8536729999999917
69,15.504481,16.159322999999997,0.6548419999999968
70,15.737244999999998,16.106083999999996,0.3688389999999977
71,15.558003000000005,16.047923,0.48991999999999614
72,16.094391999999996,16.077874,-0.01651799999999426
73,15.755853999999998,15.99734,0.24148600000000187
74,15.754386,16.083382999999998,0.32899699999999754
75,15.992235999999997,15.995408000000003,0.003172000000006392
76,15.860587999999998,16.127824,0.26723600000000225
77,15.809835999999995,16.097697,0.2878610000000048
78,15.951089000000007,16.122877,0.17178799999999228
79,15.737533999999995,16.148294999999994,0.41076099999999904
80,15.591637000000004,16.091855999999993,0.5002189999999889
81,15.405764000000005,15.998181,0.5924169999999958
82,15.825619,16.001543,0.17592400000000197
83,15.777576999999997,16.123908999999998,0.3463320000000003
84,15.872828999999996,16.133862000000004,0.2610330000000083
85,15.806559000000002,15.994461999999997,0.18790299999999505
86,15.711913,16.163582999999996,0.45166999999999646
87,15.846494,16.120519999999996,0.27402599999999566
88,15.817102000000002,16.161712999999992,0.3446109999999898
89,15.507700999999999,16.171165,0.6634639999999994
90,15.995600000000003,16.136816000000003,0.141216
91,15.828000999999999,15.977642999999999,0.14964200000000005
92,15.533188999999995,16.082466000000004,0.5492770000000089
93,15.907137000000004,15.954058000000002,0.04692099999999755
94,16.230005000000002,16.117994999999993,-0.1120100000000086
95,15.679324000000001,16.184287000000005,0.5049630000000036
96,15.784541999999998,16.043581,0.25903900000000135
97,15.795781999999996,16.139087,0.3433050000000044
98,15.912509000000002,16.095388999999994,0.18287999999999194
99,15.844226999999998,16.103289999999998,0.2590629999999994
